user-id	text	topic	thread-id	time	post-id	replyTo	replyBy
MariaCespedesc	We reject the statements of @PCaterianoB, as well as we oppose any discriminatory act against our tr… https://t.co/sGzOJZP81y	Cuestion-de-confianza	3	2020-08-05 15:58:12	1291040818095169536		1291040818095169536
SelenaS2019	@MariaCespedesc @PCaterianoB @pcmperu LISTEN! DO NOT let this happen to our children please. https://t.co/cG9yAQN3fq	Cuestion-de-confianza	3	2020-08-08 00:17:06	1291891146487140353	1291040818095169536	
CubaJesuscubav	@MariaCespedesc @PCaterianoB @pcmperu inquubta Is Ezequiel resurrected?	Cuestion-de-confianza	3	2020-08-07 20:44:45	1291837709103833089	1291040818095169536	
Hbto_vivan60	@MariaCespedesc @_CarlitaRocha @PCaterianoB @pcmperu @congresoperu ... If we want to guarantee clean elections and end the corruption of this government, Presidential Vacancy, YÁAAAAAA .... !!!	Cuestion-de-confianza	3	2020-08-07 06:32:21	1291623196832063488	1291040818095169536	
SelenaS2019	@MariaCespedesc @IsaiasFrepap @PCaterianoB @pcmperu Get the gender ideology out of schools! https://t.co/BmCzulH9VW	Cuestion-de-confianza	3	2020-08-07 03:29:35	1291577201599696903	1291040818095169536	
Pitter21739290	@MariaCespedesc @rennanespinoza @PCaterianoB @pcmperu Ok, ma&#39;am. Congressmen must be respected, regardless of their political positions or religious beliefs. Now, as a citizen, I ask you to collaborate with the government, let the ministers work and you dedicate yourself to your oversight work. That&#39;s it.	Cuestion-de-confianza	3	2020-08-07 03:02:53	1291570479808094209	1291040818095169536	
Agucho75025107	@MariaCespedesc @PCaterianoB @pcmperu They may have 100 years of militancy, but they showed that the people are not interested. Just as they came to Congress easily, they will leave Congress that easily. Until never again.	Cuestion-de-confianza	3	2020-08-06 20:17:13	1291468391480463376	1291040818095169536	
punzosarcastico	@MariaCespedesc @PCaterianoB @pcmperu It seems that Mrs. María is now on the side of the afps, the power of money before the hunger of the people, the people will be aware of the actions and those that are sold to power	Cuestion-de-confianza	3	2020-08-06 19:53:11	1291462344887984130	1291040818095169536	
AlfredBlessed4	@MariaCespedesc @PCaterianoB @pcmperu Cateriano Bolson showed his true face https://t.co/9nf3DN0Azx	Cuestion-de-confianza	3	2020-08-06 18:48:51	1291446154178240515	1291040818095169536	
IsaacCh72909003	@MariaCespedesc @ noes91 @PCaterianoB @pcmperu You don&#39;t have the slightest idea of what a political party is. Frepap is not a party. It is a religious community. It has no supporters, it has faithful. It has no program or party principles, it has its faith and its bible. His foray into politics is to benefit his sect	Cuestion-de-confianza	3	2020-08-06 18:42:22	1291444521180463104	1291040818095169536	
