"user-id"	"text"	"topic"	"thread-id"	"time"	"post-id"	"reply-to"	"reply-by"
"MariaCespedesc"	"Creemos en una inversión minera responsable sin abusos y defendemos los intereses de la población, promoviendo la a… https://t.co/H3R3F0giQT"	"Cuestion-de-confianza"	4	"2020-08-05 16:16:56"	1		"2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113"
"MoncadaPozo"	"@MariaCespedesc No comparto las palabras del señor, deseo que  esten en el próximo gobierno. Pero por favor no apoyen al fujiaprismo. Por el Perú es momento de Unión . Estamos en Pandemia."	"Cuestion-de-confianza"	4	"2020-08-06 15:37:09"	2	1	
"Charo_lozano"	"@MariaCespedesc @PCaterianoB Ese mismo discurso lo dicen todos los politicos y mira como esta el pais"	"Cuestion-de-confianza"	4	"2020-08-06 15:03:28"	3	1	
"irvin_cd"	"@MariaCespedesc @PCaterianoB María Teresa, ante la crisis que hoy en día vivimos los peruanos, la Minería es uno de nuestros SALVAVIDAS para la economía. Y oponerse de la forma como usted y su partido lo hace, daña y perjudica a nuestra patria que quiere salir del caos."	"Cuestion-de-confianza"	4	"2020-08-06 13:43:05"	4	1	
"MximoGonzalesG2"	"@MariaCespedesc @PCaterianoB Felicitaciones Srs. Congresistas. Sería oportuno que revisen lo de la publicidad estatal y voto electrónico que este gobierno usa y usará en perjuicio de todos los peruanos."	"Cuestion-de-confianza"	4	"2020-08-06 11:39:21"	5	1	
"Karen_713190"	"@MariaCespedesc @PCaterianoB Yo vote por ustedes, pero son personas manipulables que no están a, la, altura sus decisiones, perjudican al país, que pena de verdad."	"Cuestion-de-confianza"	4	"2020-08-06 05:20:57"	6	1	
"RubnCanales"	"@MariaCespedesc @PCaterianoB Impecable respuesta , de la congresista Maria Céspedes , ante los golpes bajos del ex Premier Cateriano , emisario de los grupos de poder. Nuestra solidaridad con el #Frepap..."	"Cuestion-de-confianza"	4	"2020-08-06 02:57:19"	7	1	
"SrkTavo89"	"@MariaCespedesc @PCaterianoB Ojala que eso de inversión  minera responsable se respete, debe apoyarse la agricultura, si, pero también la minería responsable y legal ya que la legalidad, trae estabilidad laboral a los trabajadores."	"Cuestion-de-confianza"	4	"2020-08-06 02:42:45"	8	1	
"SANGREBRAVA1"	"@MariaCespedesc @PCaterianoB PERO AHORA EL PUEBLO YA LOS CONOCE… RECUERDO AQUEL PASAJE BÍBLICO QUE DICE: ""POR SUS FRUTOS LOS CONOCERÉIS"" Y TAMBIÉN ""CUIDADO CON LOS LOBOS DISFRAZADOS DE CORDERO"". ME DECEPCIONARON LOS HERMANOS DE FREPAP QUE SE OLVIDARON DEL PUEBLO QUE ESTÁ MURIENDO EN LA PANDEMIA..."	"Cuestion-de-confianza"	4	"2020-08-06 02:37:53"	9	1	
"Claussil"	"@MariaCespedesc @PCaterianoB https://t.co/TfF1BBHbKB Los manifestantes en Espinar estan atacando la estacion de bombeo , por favor que paren, es lo que nos abastece agua para las comunidades de Tintaya y Coccareta. Espero que haya podido leer, entiendo las protestas pero esto es vandalismo."	"Cuestion-de-confianza"	4	"2020-08-06 01:56:38"	10	1	
"anto5227"	"@MariaCespedesc @PCaterianoB Respaldamos su apoyo a las comunidades, las mineras tienen leyes muy flexibles, debería darse leyes como en Chile. Cateriano demostró que trabaja para la CONFIEP y no el para el pueblo. Queda luchar por la educación, hay congresistas con intereses como el señor Luna, no permitan esto."	"Cuestion-de-confianza"	4	"2020-08-06 01:51:40"	11	1	
"Erick0460172562"	"@MariaCespedesc @PCaterianoB Calla analfabeta."	"Cuestion-de-confianza"	4	"2020-08-06 01:24:20"	12	1	
"Jazzyplus"	"@MariaCespedesc @PCaterianoB Señora, bien por una mineria responsable pero también necesitamos un enfoque de familia, no solo la mujer. Nos usan para meter homonio, paridad y alternancia, que merma la libertad de elegir a nuestros representantes. Ni ley de identidad de genero ni aborto. Respeto al bien común"	"Cuestion-de-confianza"	4	"2020-08-06 01:15:37"	13	1	
"Luiguipesci1"	"@MariaCespedesc @KarinaNovoaL @PCaterianoB Jajajajaja, como le hacen acordar que su jefecita Nadine era quién le daba ordenes, ahora su íntima Rosa María Palacios está con rabia, quizá ya los ataque al ver estos twitts https://t.co/xx2JLBIe5h"	"Cuestion-de-confianza"	4	"2020-08-06 01:07:54"	14	1	
"Eduardo89086824"	"@MariaCespedesc @PCaterianoB Señora , yo no estoy en contra ustedes pero hacen cosas que traen consecuencias estamos en punto más alto del precio del dólar,  le recuerdo que nosotros no fabricamos medinas se importan eso aumenta sus precios y así es solo un ejemplo de miles"	"Cuestion-de-confianza"	4	"2020-08-06 01:02:03"	15	1	
"Margari2012"	"@MariaCespedesc @PCaterianoB Un grave problema es la minería informal, a la que los anti mineros ni la nombran."	"Cuestion-de-confianza"	4	"2020-08-06 00:29:31"	16	1	
"AepesaRicardo"	"@MariaCespedesc @PCaterianoB Entonces porque ataco tanto con las mineras. Una minera responsable siempre se quiere, pero a la vez la informal ni la combaten. Estan representando un voto, la necesidad de una crisis no era lo mejor."	"Cuestion-de-confianza"	4	"2020-08-06 00:12:24"	17	1	
"mjkaijae"	"@MariaCespedesc @PCaterianoB y qué  plantea?"	"Cuestion-de-confianza"	4	"2020-08-06 00:09:04"	18	1	
"luisen720417"	"@MariaCespedesc @PCaterianoB Creo en comunidades que usan la ley, cuando incumplen con sus derechos y aceptan la ley cuando no  cumplen con los derechos otros."	"Cuestion-de-confianza"	4	"2020-08-05 23:54:00"	19	1	
"maratuech61"	"@MariaCespedesc @PCaterianoB Estoy de acuerdo con la inversion minera pero deben respetar leyes y acuerdos antes de."	"Cuestion-de-confianza"	4	"2020-08-05 23:50:57"	20	1	
"manuelcl10"	"@MariaCespedesc @PCaterianoB Apoyo su lucha, NO a los transgenicos, NO a los vegetales sinteticos"	"Cuestion-de-confianza"	4	"2020-08-05 23:47:22"	21	1	
"sirasavi"	"@MariaCespedesc @PCaterianoB 👏👏👏👏👏👏👏"	"Cuestion-de-confianza"	4	"2020-08-05 23:45:21"	22	1	
"mercedes220894"	"@MariaCespedesc @PCaterianoB los del FREPAP ¿que aportan en el congreso? si solo tienen secundaria. No son economistas, médicos, ingenieros, etc los del FREPAP estan ganando un sueldazo por votantes que no leyeron la hoja de vida de esos burros. #SoloProfesionalesAlCongreso"	"Cuestion-de-confianza"	4	"2020-08-05 23:29:36"	23	1	"136,138,150"
"siserdtel"	"@MariaCespedesc @PCaterianoB Ustedes tiene representación porque la gente no podía votar en blanco (para favorecer a fujimoristas) y sin querer terminaron sacando una representacion. Aprovechen y demuestren. Su comportamiento podria ser castidago por los electores en las prox elecciones"	"Cuestion-de-confianza"	4	"2020-08-05 23:24:55"	24	1	
"abelardus305"	"@MariaCespedesc @PCaterianoB El ex premier se le prende al, hasta hoy, único partido coherente con sus ideas pero se hace el tercio con las sanguijuelas que pactan debajo de la mesa"	"Cuestion-de-confianza"	4	"2020-08-05 23:21:10"	25	1	
"acqa2010"	"@MariaCespedesc @PCaterianoB Que dirá ahora Bacteriano?"	"Cuestion-de-confianza"	4	"2020-08-05 23:01:56"	26	1	
"MarioS759"	"@MariaCespedesc @PCaterianoB Sra Céspedes, sugiero que usted vea este video, entrevistan a Hernando de Soto, tiene varios puntos comunes con lo q Ud está expresando, en #BaellaTalks 👉https://t.co/TnaoVnW08w Y hay otro sobre la Hermandad del Agua, entre Huancavelica e Ica, habla Cillóniz 👉https://t.co/cC87GnHfde"	"Cuestion-de-confianza"	4	"2020-08-05 22:49:00"	27	1	
"ocusinga"	"@MariaCespedesc @PCaterianoB Y seguro tu experiencia en minería te ayuda, no??? Por casualidad cuantos años trabajaste en minería???"	"Cuestion-de-confianza"	4	"2020-08-05 22:35:35"	28	1	
"Lasc2010"	"@MariaCespedesc @PCaterianoB Toda mi solidaridad con la bancada del @FrepapPeru  . No sé le puede dar la espalda al pueblo. Porque eso es lo que ha hecho el gobierno y lo que representaba Cateriano."	"Cuestion-de-confianza"	4	"2020-08-05 22:26:27"	29	1	
"BorjaCarit"	"@MariaCespedesc @PCaterianoB Vacancia presidencial."	"Cuestion-de-confianza"	4	"2020-08-05 22:19:27"	30	1	
"wagnerariasll"	"@MariaCespedesc eso debería ser lo óptimo, y la unión y el bienestar de la población no de intereses particulares, como los de Congresista Luna y compañia"	"Cuestion-de-confianza"	4	"2020-08-05 22:19:05"	31	1	
"robertogoto"	"@MariaCespedesc @GatoRandiano @PCaterianoB Muy buena respuesta a #LuzVerde @PCaterianoB"	"Cuestion-de-confianza"	4	"2020-08-05 22:11:11"	32	1	
"PirqaWiqa"	"@MariaCespedesc @PCaterianoB Jajaja, eso es teoría(minería) acaso no entiendes. La realidad es la Pandemia. Voté por frepap, pero nunca más."	"Cuestion-de-confianza"	4	"2020-08-05 22:05:41"	33	1	
"cesargarciaing"	"@MariaCespedesc @PCaterianoB un partido cuyo fundador fue acusado de violacion y asesinato"	"Cuestion-de-confianza"	4	"2020-08-05 22:02:01"	34	1	
